ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
ALR000044115,CENTRAL ALABAMA ELECTRIC COOP,AL,------,Other,17560 US HWY 231,TITUS,AL,36080,32.563,-86.46,N  ,N  ,-----,------         
ALD982086084,JIM PEACH MOTORS INC,AL,------,Other,518 SOUTH BLVD,BREWTON,AL,36426,31.095023,-87.083654,N  ,N  ,-----,------         
ALR000058412,"COCA-COLA BOTTLING COMPANY, INC.",AL,------,Other,300 COCA-COLA ROAD,MONTGOMERY,AL,36105,,,N  ,N  ,-----,------         
ALR000056739,"WARRIOR & GULF NAVIGATION, LLC",AL,------,Other,50 VIADUCT ROAD,CHICKASAW,AL,36611,,,N  ,N  ,-----,------         
ALR000058750,DAVISON OIL,AL,------,Other,8450 TANNER WILLIAMS RD,MOBILE,AL,36608,,,N  ,N  ,H----,------         
ALR000023101,ALDOT DIVISION 8 DISTRICT 1 FACILITY,AL,------,VSQG,195 CONVICT CAMP RD,LIVINGSTON,AL,35470,32.34317,-88.10536,3,N  ,H----,------         
ALR000058818,DEMOPOLIS ASPHALT-ST BUNN CONSTRUCTION CO,AL,------,Other,23555 US HWY 80,DEMOPOLIS,AL,36732,,,N  ,N  ,-----,------         
ALR000058826,J-PAR TRUCKING,AL,------,Other,1167 LAFAYETTE HWY,ROANOKE,AL,36274,,,N  ,N  ,-----,------         
ALR000043695,"SOUTHERN RECYCLING, LLC",AL,------,Other,114 INDUSTRIAL CANAL ROAD,MOBILE,AL,36603,,,N  ,N  ,H----,------         
ALR000045781,HEPACO INC,AL,------,Other,2081 ALTON ROAD SUITE A,BIRMINGHAM,AL,35210,33.33834,-86.3893,N  ,N  ,-----,------         
ALR000032961,CHOICE FABRICATORS INC,AL,------,Other,3155 STEELE STATION ROAD,RAINBOW CITY,AL,35906,33.575012,-86.045035,N  ,N  ,-----,------         
ALR000001065,BIJ MOTORS AL LLC,AL,------,SQG,1800 MONTGOMERY HWY,HOOVER,AL,35244,33.368444,-86.798563,2,N  ,H----,------         
ALR000042705,JEFFERSON COUNTY SCIENCE CENTER,AL,------,Other,30 SPRINGDALE ROAD,BIRMINGHAM,AL,35217,,,N  ,N  ,-----,------         
ALR000031591,INSPECTORATE AMERICA CORP,AL,------,VSQG,5237 HALLS MILL RD BUILDING F,MOBILE,AL,36619,30.3548,-88.0947,3,N  ,H----,------         
ALD982164584,MOBIL OIL E&P SOUTHEAST INC MARYANN/MO 823 TREATING FAC,AL,------,Other,5201 ROCK ROAD,CODEN,AL,36523,30.2342,-88.0948,N  ,N  ,-----,------         
ALR000006254,MOBIL OIL E&P SOUTHEAST INC,AL,------,Other,MOBILE BAY BLOCK 94-C,MOBILE BAY,AL,0,30.12,-88.02,N  ,N  ,-----,------         
ALR000047167,M3 RESOURCES USA LLC,AL,------,Other,4908 CAHABA RIVER ROAD,BIRMINGHAM,AL,35243,33.254,-86.4343,N  ,N  ,-----,------         
AL0000129833,AL-TRANS SERVICE INC-MOBILE,AL,------,Other,2441 WOLF RIDGE RD,MOBILE,AL,36618,30.73929,-88.13299,N  ,N  ,-----,------         
ALR000022921,AMERICAN LUBEFAST LLC 701,AL,------,Other,3769 ROSS CLARK CIRCLE,DOTHAN,AL,36303-2251,38.810404,-85.107438,N  ,N  ,-----,------         
ALR000057216,MOLEX COMPANY,AL,------,Other,11795 ESCUE DRIVE,TANNER,AL,35671,,,N  ,N  ,-----,------         
ALR000055657,AAA COOPER TRANSPORTATION ROADSIDE SPILL,AL,------,Other,RIDGEWAY CIRCLE,TALLADEGA,AL,35160,,,N  ,N  ,-----,------         
ALR000009555,COVINGTON FLOORING,AL,------,Other,7042 MEADOW LARK DRIVE,BIRMINGHAM,AL,35242,33.458333,-86.749444,N  ,N  ,-----,------         
ALR000030486,RUSCORR LLC,AL,------,VSQG,64 WALNUT STREET NW,CULLMAN,AL,35056,,,3,N  ,H----,------         
ALD981756901,"AMERICAN PHOENIX INC., ANNISTON, ALABAMA",AL,------,SQG,100 NATIONAL DRIVE,ANNISTON,AL,36207,33.617697,-85.768692,2,N  ,H----,------         
ALD983182072,CARQUEST  #8313,AL,------,VSQG,711 EAST TOWN AVE,GENEVA,AL,36340,,,3,N  ,H----,------         
ALR000044461,"ADVANCED TRANSMISSION, INC.",AL,------,Other,10670 US HIGHWAY 31,SPANISH FORT,AL,36527,30.402226,-87.500221,N  ,N  ,-----,------         
ALR000046607,SHERWIN-WILLIAMS #2547,AL,------,VSQG,419 37TH STREET,BIRMINGHAM,AL,35222,33.529374,-86.783185,3,N  ,H----,------         
ALD031582851,ACTION OF ENTERPRISE,AL,------,Other,301 PLAZA DRIVE,ENTERPRISE,AL,36330,31.18229,-85.50195,N  ,N  ,-----,------         
ALR000030593,"SPIRE ALABAMA INC,- PINSON LNG FACILITY",AL,------,VSQG,1500 MEADOWCRAFT ROAD,BIRMINGHAM,AL,35215,33.64056,-86.72,3,N  ,H----,------         
ALR000039206,"DSI, LLC",AL,------,VSQG,2560 MIDDLE ROAD,MOBILE,AL,36605,30.321452,-88.054276,3,N  ,H----,------         
ALD034037713,ROBINSON BROTHERS INC,AL,------,Other,1739 EAST I-65 SERVICE ROAD SOUTH,MOBILE,AL,36606,30.655485,-88.122591,N  ,N  ,-----,------         
ALD983167503,MOBIL OIL E&P SOUTHEAST INC,AL,------,Other,MOBILE BAY BLOCK 76-D,MOBILE BAY,AL,0,30.15306,-88.03354,N  ,N  ,-----,------         
ALD983192543,"TRU-WOOD CABINETS, LLC",AL,------,LQG,41778 HWY 77 N,ASHLAND,AL,36251,,,1,N  ,H----,------         
ALD004010880,ADVANCE CENTRAL SERVICES ALABAMA,AL,------,VSQG,2201 4TH AVENUE NORTH,BIRMINGHAM,AL,35203,33.758333,-87.418611,3,N  ,H----,------         
ALR000036749,PARK PLACE CLEANERS,AL,------,VSQG,4911 CAHABA RIVER ROAD,BIRMINGHAM,AL,35243,33.2616,-86.4425,3,N  ,H----,------         
ALR000054288,DOTHAN MOTOR COMPANY,AL,------,Other,1789 REEVES STREET,DOTHAN,AL,36303,,,N  ,N  ,-----,------         
ALR000040667,WARRIOR AND GULF NAVIGATION CO,AL,------,Other,50 VIADUCT ROAD,CHICKASAW,AL,36611,30.452862,-88.030198,N  ,N  ,-----,------         
ALD102089760,LYNN LAYTON CHEVROLET,AL,------,VSQG,2416 HWY 31 SOUTH,DECATUR,AL,35601,34.5625,-86.9724,3,N  ,H----,------         
ALR000030304,PHP FIBERS,AL,------,SQG,300 SERRANO WAY,SCOTTSBORO,AL,35769-4501,34.3708,-86.0504,2,N  ,H----,------         
ALR000025569,CARQUEST AUTO PARTS #8339,AL,------,VSQG,1259 AZALEA ROAD,MOBILE,AL,36693,30.6375,-88.1399,3,N  ,H----,------         
ALR000058487,PROFESSIONAL COLLISION,AL,------,VSQG,10548 US HWY 31,SPANISH FORT,AL,36527,,,3,N  ,H----,------         
ALD980514590,MICHAEL GIBBS,AL,------,Other,ROUTE 3,VINEMONT,AL,35179,34.251667,-86.865,N  ,N  ,-----,------         
ALR000053694,BLOUNT COUNTY COOPERATIVE INC,AL,------,Other,810 2ND AVE. EAST,ONEONTA,AL,35121,,,N  ,N  ,-----,------         
ALR000023705,WAL-MART STORE #1057,AL,------,Other,1300 GILMER AVE,TALLASSEE,AL,36078,32.330187,-85.550142,N  ,N  ,-----,------         
ALR000052464,CVS PHARMACY #2505,AL,------,Other,49 CHURCH ST,MOUNTAIN BROOK,AL,35213,,,N  ,N  ,-----,------         
ALR000052167,CVS PHARMACY #4960,AL,------,VSQG,712 NORTH MAIN STREET,HANCEVILLE,AL,35077,,,3,N  ,H----,------         
ALR000052506,CVS PHARMACY #4941,AL,------,LQG,1204 NORTH BRINDLEE PARKWAY,ARAB,AL,35016,,,1,N  ,H----,------         
ALR000057174,CENTER FOR DOMESTIC PREPAREDNESS (FEMA/DHS) COBRATF,AL,------,LQG,801 WALT PHILLIPS ROAD,ANNISTON,AL,36205,,,1,N  ,H----,------         
ALR000058594,KROGER #0517-26,AL,------,VSQG,6070 MOORES ROAD,HUNTSVILLE,AL,35811,,,3,N  ,H----,------         
ALR000058552,KROGER #0849-26,AL,------,VSQG,8404 SOUTH MEMORIAL PARKWAY,HUNTSVILLE,AL,35802,,,3,N  ,H----,------         
ALR000058651,BEASLEY COLLISION,AL,------,Other,221 LEE ROAD 10,AUBURN,AL,36830,,,N  ,N  ,-----,------         
AL0640090015,TVA MADISON 500 KV SUBSTATION,AL,------,Other,386 SHIELDS ROAD,HUNTSVILLE,AL,35811,34.795055,-86.518462,N  ,N  ,-----,------         
ALD052682762,GULF COAST PLATING COMPANY INC.,AL,------,LQG,100 UTILITY AVENUE,ATTALLA,AL,35954,33.988735,-86.120512,1,N  ,H----,------         
AL7210020742,U.S. ARMY REDSTONE ARSENAL,AL,---STH,"LQG, Operating TSDF, TSDF",4488 MARTIN RD,REDSTONE ARSENAL,AL,35898-5000,34.633333,-86.634583,1,N  ,HPA--,---ST-         
ALD983183088,MCCLARY FORD LINC MERC INC,AL,------,VSQG,1104 HWY 72 EAST,ATHENS,AL,35611,34.78533,-86.95225,3,N  ,H----,------         
ALD102083185,SOUTHERN ROLL AND MACHINE COMPANY,AL,------,Other,7 WEST 15TH STREET,BIRMINGHAM,AL,35208,33.498502,-86.860982,N  ,N  ,-----,------         
ALR000027185,FEDERAL EXPRESS CORP-GADA,AL,------,Other,108 RAINBOW INDUSTRIAL BLVD,RAINBOW CITY,AL,35906,33.5846,-86.0324,N  ,N  ,-----,------         
ALR000036558,"ALDOT NORTH REGION, GUNTERSVILLE AREA JOPPA DISTRICT 4",AL,------,VSQG,15797 HIGHWAY 69 NORTH,JOPPA,AL,35087-0038,34.174598,-86.334195,3,N  ,H----,------         
ALR000031351,ALDOT NORTH REGION- GUNTERSVILLE AREA- GADSDEN DISTRICT,AL,------,VSQG,4509 AIRPORT ROAD,GADSDEN,AL,35904,33.594184,-86.044261,3,N  ,H----,------         
ALD982173163,"RODS CUSTOM BODY SHOP, INC.",AL,------,SQG,4402 UNIVERSITY DRIVE,HUNTSVILLE,AL,35816-2805,34.735117,-86.627693,2,N  ,H----,------         
ALR000055715,"DIXIE SIGNS & DECALS, INC.",AL,------,VSQG,3116 NORTHINGTON COURT,FLORENCE,AL,35630,,,3,N  ,H----,------         
ALR000005827,SEARS ROEBUCK & CO 2796/6517,AL,------,VSQG,1701 MCFARLAND BLVD EAST,TUSCALOOSA,AL,35405,33.199722,-87.533056,3,N  ,H----,------         
ALD983173287,NORMS BODY SHOP DBA JOE HUDSON'S COLLISION CENTER,AL,------,VSQG,2200-A BOB WALLACE AVENUE,HUNTSVILLE,AL,35805,,,3,N  ,H----,------         
ALD982123283,CDI ELECTRONICS INC.,AL,------,Other,353 JAMES RECORD ROAD,HUNTSVILLE,AL,35824,34.65356,-86.758421,N  ,N  ,-----,------         
ALR000013219,OSBORN TRANSPORTATION INC,AL,------,Other,1245 W GRAND AVENUE,RAINBOW CITY,AL,35906,33.5812,-86.42,N  ,N  ,-----,------         
ALR000044552,TELEDYNE BROWN ENGINEERING INC PLANT 2,AL,------,Other,5951 ENDEAVOR WAY,TANNER,AL,35671,34.3829,-86.5404,N  ,N  ,-----,------         
ALR000045906,TELEDYNE BROWN ENGINEERING INC PLANT 3,AL,------,Other,5860 ENDEAVOR WAY,TANNER,AL,35671,34.381306,-86.533516,N  ,N  ,-----,------         
ALD982097073,JVC AMERICA INC,AL,------,Other,2 JVC ROAD,TUSCALOOSA,AL,35405,33.173659,-87.4681,N  ,N  ,-----,------         
ALR000018994,PEP BOYS AUTO SERVICE & TIRES # 1591,AL,------,VSQG,2301 JORDAN LANE NW,HUNTSVILLE,AL,35816,34.7532,-86.6372,3,N  ,H----,------         
ALR000047043,CHEVRON BLUE CREEK FIELD NORTH RIVER 52,AL,------,Other,OFF HWY 69,BERRY,AL,35546,33.49636,-87.5027,N  ,N  ,-----,------         
ALR000029736,JIMMY SMITH PONTIAC BUICK GMC,AL,------,VSQG,24450 HWY 72,ATHENS,AL,35613,34.46049,-86.532839,3,N  ,H----,------         
ALR000031542,DIXIE AIR SERVICE INC,AL,------,Other,5851 R CARDINAL AIRPORT RD,TUSCALOOSA,AL,35401-0409,33.1345,-87.3623,N  ,N  ,-----,------         
ALR000031930,CARQUEST AUTO PARTS #8385,AL,------,VSQG,2800 STILLMAN BLVD,TUSCALOOSA,AL,35401,33.20454,-87.57205,3,N  ,H----,------         
ALR000023093,AMERICAN LUBEFAST LLC #801,AL,------,Other,1515 E. GLENN AVENUE,AUBURN,AL,36830-5744,37.922914,-84.726653,N  ,N  ,-----,------         
ALR000060905,BLUELINE RENTAL STORE #697,AL,------,VSQG,19862 COUNTY ROAD 20,FOLEY,AL,36535,,,3,N  ,H----,------         
ALR000029108,FOUNTAIN COORECTIONAL FACILITY,AL,------,Other,3800 FOUNTAIN,ATMORE,AL,36502,31.18,-87.463,N  ,N  ,-----,------         
ALR000051359,RSC EQUIPMENT RENTAL #150,AL,------,Other,113 HOLLIS CRUMP DRIVE,JASPER,AL,35501,,,N  ,N  ,-----,------         
ALR000047050,CHEVRON BLUE FIELD NORTH RIVER 20,AL,------,Other,OFF EVANSTOWN ROAD,BERRY,AL,35546,33.52592,-87.50029,N  ,N  ,-----,------         
ALR000037473,PREMIER ON-SITE FLEET SERVICES INC,AL,------,Other,402 CELTIC DR,MADISON,AL,35758,34.412195,-86.443676,N  ,N  ,-----,------         
ALR000042473,CROWN COLUMN AND MILLWORK,AL,------,VSQG,3810 PLEASANT VALLEY ROAD,ATTALLA,AL,35954,33.988175,-86.122437,3,N  ,H----,------         
ALD983173972,TA TRUCK STOP TUSCALOOSA - YRC FREIGHT,AL,------,Other,3501 BUTTERMILK RD.,COTTONDALE,AL,35453-9364,,,N  ,N  ,-----,------         
ALR000014076,MOBILE ASPHALT COMPANY-EVERGREEN PLANT,AL,------,Other,CONECUH COUNTY ROAD 59,EVERGREEN,AL,36401,,,N  ,N  ,-----,------         
ALR000038919,EUROFINS MWG OPERON,AL,------,LQG,2211 SEMINOLE DRIVE,HUNTSVILLE,AL,35805,34.4234,-86.35866,1,N  ,H----,------         
ALR000058792,FORMER LINDEN CREOSOTE COMPANY SITE,AL,------,Other,WEST END OF OLD MYRTLEWOOD RD,LINDEN,AL,36748,,,N  ,N  ,-----,------         
ALR000014175,HURON VALLEY STEEL CORPORATION,AL,------,Other,820 WARE STREET,ANNISTON,AL,36201-4838,33.391804,-85.514761,N  ,N  ,-----,------         
ALD981476500,4 SEASONS CLEANERS,AL,------,SQG,187 S GAY STREET,AUBURN,AL,36830,32.604424,-85.479925,2,N  ,H----,------         
ALR000058727,MARINE & INDUSTRIAL SUPPLY,AL,------,VSQG,150 VIRGINA ST,MOBILE,AL,36603,,,3,N  ,H----,------         
ALR000058602,KROGER #0631-11,AL,------,VSQG,2460 ENTERPRISE DRIVE,OPELIKA,AL,36801-1510,,,3,N  ,H----,------         
ALR000044396,SOUTHLAND INTERNATIONAL TRUCKS,AL,------,Other,6200 STRINGFIELD ROAD,HUNTSVILLE,AL,35806-1459,34.778704,-86.642566,N  ,N  ,-----,------         
ALD072111073,BLUESCOPE BUILDINGS / VP BUILDINGS,AL,------,SQG,1274 CHURCH AVENUE,RAINSVILLE,AL,35986,34.512092,-85.845736,2,N  ,H----,------         
ALR000030171,ISCO INDUSTRIES LLC,AL,------,Other,453 SHIELDS ROAD,HUNTSVILLE,AL,35811,34.783446,-86.528631,N  ,N  ,-----,------         
ALD982132789,DIXIE METALCRAFT CORPORATION,AL,------,SQG,13887 HWY 231/431NORTH,HAZEL GREEN,AL,35750-8649,34.551631,-86.342088,2,N  ,H----,------         
ALR000044545,ALLEN ROBBINS TRANSMISSION SPECIALIST,AL,------,VSQG,810 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067,32.42,-86.41,3,N  ,H----,------         
ALR000048264,ROYALTY CLEANERS,AL,------,Other,4601 SUITE 1 HIGHWAY 31,CALERA,AL,35040,33.154809,-86.750904,N  ,N  ,-----,------         
ALD114304991,"ARCOSA LW BR, LLC",AL,------,VSQG,201 INDUSTRIAL PARK S,LIVINGSTON,AL,35470,32.566667,-88.196944,3,N  ,H----,------         
ALR000032300,ALABAMA DEPARTMENT OF TRANSPORTATION,AL,------,VSQG,9371 AL HIGHWAY 14 EAST,GREENSBORO,AL,36744-0129,32.42475,-87.3659,3,N  ,H----,------         
ALR000049106,SPEEDCO INC #331,AL,------,Other,3120 BUTTERMILK ROAD,COTTONDALE,AL,35453,33.104735,-87.265371,N  ,N  ,-----,------         
ALR000059485,WALMART NEIGHBORHOOD MARKET #5744,AL,------,VSQG,7320 THEODORE DAWES ROAD,THEODORE,AL,36582,,,3,N  ,H----,------         
ALR000051193,WESTWIND TECHNOLOGIES INC BAY B. HANGAR ANNEX,AL,------,Other,2852 WALL TRIANA HWY,HUNTSVILLE,AL,35824,,,N  ,N  ,-----,------         
ALR000058503,"ENGINEERED PLASTIC COMPONENTS, INC. (LEEDS)",AL,------,Other,8220 DUNNAVANT ROAD,LEEDS,AL,35094,,,N  ,N  ,-----,------         
ALD983191339,CONLEY TIRE AND SERVICE LLC,AL,------,Other,628 GUNTER AVENUE,GUNTERSVILLE,AL,35976,34.356476,-86.295863,N  ,N  ,-----,------         
ALD003398237,LKQ BIRMINGHAM INC,AL,------,Other,3055 35TH AVE NORTH,BIRMINGHAM,AL,35207,33.560312,-86.807167,N  ,N  ,-----,------         
ALD983187873,THE HON COMPANY,AL,------,SQG,6400 COUNTY ROAD 200,FLORENCE,AL,35633,34.523,-87.4512,2,N  ,H----,------         
ALR000023010,AMERICAN LUBEFAST LLC #603,AL,------,Other,2001 CARTER HILL ROAD,MONTGOMERY,AL,36106-2205,32.260283,-86.243167,N  ,N  ,-----,------         
ALR000046706,ALABAMA AND GULF COAST RAILWAY,AL,------,Transporter,734 HIXON ROAD,MONROEVILLE,AL,36460,31.354085,-87.243234,N  ,Y  ,H----,------         
ALD039133434,PREMIER TECH CHRONOS - VONGAL,AL,------,SQG,3101 HAYNEVILLE ROAD,MONTGOMERY,AL,36108-3936,32.304533,-86.417666,2,N  ,H----,------         
ALR000044065,NABORS COMPLETION AND PRODUCTION,AL,------,Other,13645 HIGHWAY 11 NORTH,COTTONDALE,AL,35453,30.101298,-87.241525,N  ,N  ,-----,------         
ALR000048587,"WKW ERBSLOEH NORTH AMERICA, LLC",AL,------,SQG,103 PARKWAY EAST,PELL CITY,AL,35125,33.35361,-86.145571,2,N  ,H----,------         
ALR000057232,"CHEVRON U.S.A INC., BLUE CREEK FIELD",AL,------,Other,10251 NORTHSIDE RD- HWY 38,BERRY,AL,35546,,,N  ,N  ,-----,------         
ALR000047894,HOOVER TOYOTA,AL,------,Other,2686 JOHN HAWKINS PKWY,BIRMINGHAM,AL,35244,33.35824,-86.83149,N  ,N  ,-----,------         
ALR000031369,BANKSTON MOTOR HOMES,AL,------,Other,2191 JORDAN LANE NW,HUNTSVILLE,AL,35816,34.752737,-86.381312,N  ,N  ,-----,------         
ALD077655934,INLAND BUILDINGS,AL,------,VSQG,2141 SECOND AVE SW,CULLMAN,AL,35055,34.141244,-86.826371,3,N  ,H----,------         
ALD981922115,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,------,SQG,301 SPARKMAN DRIVE,HUNTSVILLE,AL,35899,34.735085,-86.631146,2,N  ,H----,------         
ALD053363784,ATI HUNTSVILLE OPERATIONS,AL,------,SQG,7400 HIGHWAY 20 WEST,HUNTSVILLE,AL,35806,34.697139,-86.700372,2,N  ,H----,------         
ALR000011213,VICTORY INK COMPANY INC,AL,------,VSQG,119 CITATION COURT,HOMEWOOD,AL,35209-6306,33.452778,-86.844444,3,N  ,H----,------         
ALR000058644,EAST ALABAMA MEDICAL CENTER,AL,------,VSQG,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,,,3,N  ,H----,------         
ALR000058057,ALDOT BRIDGE PROJECT- KVK CONTRACTING INC.,AL,------,Other,I85 MPO.229 I85&I65 INT RAMPS,MONTGOMERY,AL,36109-1105,,,N  ,N  ,-----,------         
ALR000057034,MONTGOMERY CANCER CENTER,AL,------,SQG,4145 CARMICHAEL ROAD,MONTGOMERY,AL,36106,,,2,N  ,H----,------         
ALR000002147,SHERWIN-WILLIAMS CO #2252,AL,------,SQG,400 PRODUCTION AVE,MADISON,AL,35758,34.402414,-86.46335,2,N  ,H----,------         
ALR000045948,FEDEX FREIGHT INC,AL,------,SQG,6500 FEDEX WAY,MADISON,AL,35756,34.4107,-86.4408,2,N  ,H----,------         
ALD031503139,"INDUSTRIAL CONTAINER SERVICES - AL, LLC",AL,------,VSQG,3799 US HIGHWAY 11 SOUTH,SPRINGVILLE,AL,35146,33.739722,-86.501389,3,N  ,H----,------         
ALR000036707,SPIRE ALABAMA INC. - COOSADA LNG FACILITY,AL,------,VSQG,287 JACKSON BEND ROAD,COOSADA,AL,36020,32.4833,-86.3,3,N  ,H----,------         
ALR000002345,SEARS ROEBUCK & CO 2316/6148,AL,------,VSQG,301 COX CREEK PARKWAY,FLORENCE,AL,35630,34.5009,-87.3751,3,N  ,H----,------         
ALR000001321,SEARS ROEBUCK AND CO 2236/6297,AL,------,Other,1801 BELTLINE ROAD SW,DECATUR,AL,35601,34.3415,-87.0051,N  ,N  ,H----,------         
ALR000059147,"REMINGTON ARMS COMPANY, INC",AL,------,Other,1816 REMINGTON CIRCLE SW,HUNTSVILLE,AL,35824-2200,,,N  ,N  ,-----,------         
ALR000015636,SHERMAN INDUSTRIES LLC - MADISON BLOCK PLANT,AL,------,Other,250 PALMER ROAD,MADISON,AL,35758,34.69168,-86.7638,N  ,N  ,-----,------         
ALD120234356,ALABAMA POWER COMPANY -SMITH DAM,AL,------,VSQG,640 POWER HOUSE ROAD,JASPER,AL,35504,,,3,N  ,H----,------         
ALR000047662,PROGRESS RAIL SERVICES ASHVILLE RECYCLING,AL,------,Other,38101 US 231,ASHVILLE,AL,35953,33.522316,-86.174524,N  ,N  ,-----,------         
ALD981478753,KARGO RPR CTR OF BIRMINGHAM,AL,------,Other,3028 BESS RD,BIRMINGHAM,AL,35208,,,N  ,N  ,-----,------         
ALD981868292,RED HANGER CLEANERS & LNDRY,AL,------,VSQG,639 WYNN DRIVE,HUNTSVILLE,AL,35816,34.735107,-86.632532,3,N  ,H----,------         
ALR000017111,DESIGNER PLASTICS INC,AL,------,SQG,1325 EDDY-SCANT CITY ROAD,ARAB,AL,35016,34.1124,-86.1724,2,N  ,H----,------         
ALR000059063,"HENRY MARINE SERVICE, INC.",AL,------,Other,887 COCHRAN CAUSEWAY,MOBILE,AL,36610,,,N  ,N  ,-----,------         
ALR000030536,MORGAN COUNTY BOARD OF EDUCATION,AL,------,VSQG,1325 POINT MALLARD PARKWAY,DECATUR,AL,35601-6542,34.33253,-86.58,3,N  ,H----,------         
ALR000000638,"M2H2 HOLDINGS, LLC DBA CLABORN MANUFACTURING",AL,------,VSQG,1791 HIGHWAY 31 NW,HARTSELLE,AL,35640,34.254011,-86.555545,3,N  ,H----,------         
ALR000058610,KROGER #0894-26,AL,------,VSQG,241 HIGHWAY 31 SOUTH,HARTSELLE,AL,35640-2855,,,3,N  ,H----,------         
ALD051577682,"WIREGRASS CONSTRUCTION COMPANY, INC",AL,------,VSQG,2908 SCOTTSBORO HWY,GUNTERSVILLE,AL,35976,34.374708,-86.346891,3,N  ,H----,------         
ALR000010926,MONARCH CERAMIC TILE,AL,------,VSQG,834 RICKWOOD ROAD,FLORENCE,AL,35630,39.4943,-87.4218,3,N  ,H----,------         
ALD034015503,MARINE SYSTEMS INC.,AL,------,VSQG,840 DUMAINE ROAD,MOBILE,AL,36610,30.721684,-88.070947,3,N  ,H----,------         
ALR000014639,"VULCAN CONSTRUCTION MATERIALS, LP- NORTH BIRMINGHAM QUARRY",AL,------,VSQG,3545 ERWIN DAIRY ROAD,BIRMINGHAM,AL,35207,33.57778,-86.79083,3,N  ,H----,------         
ALD982144677,APAC MID-SOUTH INC HUNTSVILLE SHOP,AL,------,Other,3242 LEEMAN FERRY ROAD,HUNTSVILLE,AL,35801,34.693082,-86.591958,N  ,N  ,-----,------         
ALR000051201,WESTWIND TECHNOLOGIES INC HANGAR FACILITY,AL,------,VSQG,2840 WALL TRIANA HWY,HUNTSVILLE,AL,35824,,,3,N  ,H----,------         
ALD983174392,PECO FOODS SHOP,AL,------,Other,26455 HIGHWAY 82,GORDO,AL,35466,33.184777,-87.533688,N  ,N  ,H----,------         
ALD983188673,SHAW INDUSTRIES INC PLANT 14,AL,------,VSQG,790 4TH AVENUE,VALLEY HEAD,AL,35989,34.55533,-85.61684,3,N  ,H----,------         
ALR000013086,CVS #4967,AL,------,Other,2848 MOODY PARKWAY,MOODY,AL,35007,33.59015,-86.497051,N  ,N  ,-----,------         
ALD006900005,POWERSOUTH ENERGY COOPERATIVE,AL,------,VSQG,2027 EAST THREE NOTCH STREET,ANDALUSIA,AL,36421-2427,31.1943,-86.2813,3,N  ,H----,------         
ALR000047035,CHEVRON BLUE CREEK FIELD NORTH RIVER 67,AL,------,Other,OFF CR38,BERRY,AL,35546,33.48159,-87.48205,N  ,N  ,-----,------         
ALR000037200,SHERMAN INDUSTRIES INC N CENTRAL AL DIV,AL,------,Other,246 STEELE STATION ROAD,RAINBOW CITY,AL,35906,33.5858,-86.0302,N  ,N  ,-----,------         
ALR000059105,ST. VINCENT'S EAST,AL,------,SQG,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,,,2,N  ,H----,------         
ALR000026641,CHAMPION CLEANERS,AL,------,Other,2548 ROCKY RIDGE ROAD,BIRMINGHAM,AL,35243,33.427786,-86.772513,N  ,N  ,-----,------         
ALR000006346,"TRU-WOOD CABINETS, INC.",AL,------,VSQG,320 ACE ROAD,LINEVILLE,AL,36266,33.274167,-85.858056,3,N  ,H----,------         
ALR000052050,CVS PHARMACY #1774,AL,------,LQG,100 PROVIDENCE MAIN STREET #G,HUNTSVILLE,AL,35806,,,1,N  ,H----,------         
ALD981477672,ALABAMA POWER COMPANY GADSDEN FLEET GARAGE,AL,------,VSQG,4600 AIRPORT ROAD,GADSDEN,AL,35901,33.99,-86.07,3,N  ,H----,------         
ALR000044594,ALABAMA POWER COMPANY LOGAN MARTIN FLEET GARAGE,AL,------,LQG,299 LOGAN MARTIN VILLAGE ROAD,VINCENT,AL,35178,33.42528,-86.33611,1,N  ,H----,------         
ALD000615542,ALABAMA POWER CO - GADSDEN STEAM PLANT,AL,------,VSQG,1000 GOODYEAR AVENUE,GADSDEN,AL,35903-1109,34.0125,-85.97,3,N  ,H----,------         
ALD067111450,UNITED PLATING STANWOOD,AL,------,LQG,3400 STANWOOD BLVD,HUNTSVILLE,AL,35811,34.781234,-86.532537,1,N  ,H--C-,------         
ALD982088379,SIEMENS ENERGY INCOPORATED,AL,------,SQG,1901 BRIARWOOD AVE SW,FORT PAYNE,AL,35967,34.428107,-85.753594,2,N  ,H----,------         
ALR000009456,"REAL ALLOY SPECIFICATION, INC.",AL,------,VSQG,47 BROGDON ROAD,STEELE,AL,35987-1757,33.934278,-86.198333,3,N  ,H----,------         
ALR000053165,GLASFORMS INC. BLDG #6,AL,------,SQG,3850 PINSON VALLEY PARKWAY,BIRMINGHAM,AL,35217,,,2,N  ,H----,------         
